date,new_cases,new_deaths,cases_7day_avg,deaths_7day_avg
2020-03-27,14578.84,175.52,12240.009999999998,156.65
2020-03-28,15034.28,181.93,12577.39857142857,157.51
2020-03-29,15912.69,176.71,13282.682857142858,161.4857142857143
2020-03-30,16039.789999999999,207.21,13991.007142857141,166.37285714285716
2020-03-31,15257.810000000001,234.83,14556.382857142858,176.51857142857145
2020-04-01,16525.92,169.71,15204.04142857143,182.8042857142857
2020-04-02,18497.620000000003,231.22,15978.135714285714,196.7328571428571
2020-04-03,18126.03,227.38,16484.87714285714,204.14142857142858
2020-04-04,20285.61,254.9,17235.067142857144,214.56571428571428
2020-04-05,21209.61,229.32999999999998,17991.77,222.08285714285716
2020-04-06,20722.19,273.38,18660.684285714287,231.53571428571428
2020-04-07,20538.42,302.09000000000003,19415.057142857142,241.14428571428576
2020-04-08,23000.480000000003,261.12,20339.994285714285,254.20285714285714
2020-04-09,21781.27,271.24,20809.087142857144,259.92
2020-04-10,25486.4,281.9,21860.568571428572,267.7085714285714
2020-04-11,24237.7,287.68,22425.152857142857,272.39142857142855
2020-04-12,25527.969999999998,320.92,23042.06142857143,285.4757142857143
2020-04-13,27097.86,321.89,23952.87142857143,292.4057142857143
2020-04-14,29840.010000000002,401.46000000000004,25281.670000000002,306.6014285714286
2020-04-15,31080.45,391.82000000000005,26435.95142857143,325.2728571428571
2020-04-16,29317.97,341.16,27512.622857142855,335.26142857142855
2020-04-17,31659.17,393.95,28394.447142857145,351.2685714285714
2020-04-18,32701.2,403.75,29603.51857142857,367.85
2020-04-19,34443.62,398.83,30877.18285714286,378.98
2020-04-20,34546.61,421.91999999999996,31941.29,393.27000000000004
2020-04-21,35848.3,367.36,32799.61714285715,388.3985714285714
2020-04-22,35616.37,427.55,33447.60571428572,393.5028571428571
2020-04-23,39807.83,489.47,34946.15714285714,414.69
2020-04-24,38870.79,475.88,35976.38857142857,426.3942857142857
2020-04-25,39308.2,471.6,36920.24571428572,436.0871428571428
2020-04-26,41914.61,464.94,37987.530000000006,445.53142857142853
2020-04-27,44437.66,484.65,39400.537142857145,454.49285714285713
2020-04-28,44942.549999999996,524.6700000000001,40699.71571428572,476.96571428571434
2020-04-29,45422.09,560.27,42100.532857142854,495.92571428571426
2020-04-30,48388.35,600.3,43326.32142857143,511.7585714285715
2020-05-01,49067.68,586.7700000000001,44783.02,527.6
2020-05-02,50601.63,566.39,46396.36714285715,541.1414285714286
2020-05-03,51616.0,619.72,47782.27999999999,563.2528571428572
2020-05-04,51722.82,594.69,48823.01714285714,578.9728571428572
2020-05-05,54959.64,687.68,50254.030000000006,602.26
2020-05-06,53872.119999999995,653.04,51461.177142857145,615.5128571428571
2020-05-07,57013.21,644.45,52693.299999999996,621.8199999999999
2020-05-08,57932.88,733.6800000000001,53959.75714285714,642.8071428571428
2020-05-09,60331.2,719.4200000000001,55349.69571428571,664.6685714285715
2020-05-10,61949.12,746.6,56825.85571428571,682.7942857142856
2020-05-11,64787.93,817.35,58692.299999999996,714.6028571428571
2020-05-12,65958.66,817.99,60263.58857142857,733.2185714285714
2020-05-13,65077.97,792.6,61864.42428571428,753.1557142857143
2020-05-14,68234.28,856.49,63467.43428571429,783.4471428571429
2020-05-15,68278.17,782.9,64945.33285714286,790.4785714285715
2020-05-16,69855.5,869.27,66305.94714285714,811.8857142857142
2020-05-17,72609.85,874.0799999999999,67828.90857142858,830.0971428571429
2020-05-18,72937.49,904.0799999999999,68993.13142857143,842.4871428571429
2020-05-19,76093.97,930.8100000000001,70441.03285714285,858.6042857142858
2020-05-20,76653.66,931.3399999999999,72094.70285714287,878.4242857142856
2020-05-21,79623.91,962.73,73721.79285714285,893.6014285714285
2020-05-22,81136.69,1025.29,75558.7242857143,928.2285714285714
2020-05-23,82708.75,1026.51,77394.90285714286,950.6914285714286
2020-05-24,83383.33,1053.26,78933.97142857143,976.2885714285715
2020-05-25,87723.84,1064.74,81046.30714285714,999.24
2020-05-26,88586.48000000001,1077.82,82830.95142857144,1020.2414285714285
2020-05-27,90589.29999999999,1065.87,84821.75714285714,1039.46
2020-05-28,91935.48999999999,1100.85,86580.55428571429,1059.1914285714286
2020-05-29,92119.04,1108.16,88149.46142857142,1071.03
2020-05-30,94039.98999999999,1130.61,89768.20999999999,1085.9014285714286
2020-05-31,95328.23,1158.83,91474.62428571428,1100.982857142857
2020-06-01,98889.9,1167.8,93069.7757142857,1115.7057142857143
2020-06-02,98482.25,1204.0,94483.45714285714,1133.7314285714285
2020-06-03,101357.65,1203.6399999999999,96021.79285714285,1153.412857142857
2020-06-04,101572.48999999999,1218.31,97398.50714285714,1170.192857142857
2020-06-05,104922.97,1293.04,99227.64,1196.6042857142857
2020-06-06,105750.1,1288.82,100900.51285714286,1219.205714285714
2020-06-07,105656.28,1260.36,102375.94857142855,1233.7099999999998
2020-06-08,107072.64,1315.16,103544.91142857143,1254.7614285714285
2020-06-09,108642.78,1336.6599999999999,104996.41571428571,1273.712857142857
2020-06-10,109975.92000000001,1315.94,106227.59714285715,1289.7557142857145
2020-06-11,111335.7,1335.72,107622.34142857142,1306.5285714285712
2020-06-12,113591.65,1365.01,108860.7242857143,1316.81
2020-06-13,114234.23,1373.79,110072.74285714285,1328.9485714285713
2020-06-14,116010.16,1415.94,111551.86857142858,1351.1742857142858
2020-06-15,116686.09,1402.44,112925.21857142857,1363.642857142857
2020-06-16,119731.97,1453.46,114509.38857142857,1380.3285714285716
2020-06-17,119445.46,1425.04,115862.18000000001,1395.9142857142856
2020-06-18,122655.38,1472.5,117479.27714285716,1415.4542857142858
2020-06-19,121458.53,1420.08,118603.11714285714,1423.3214285714287
2020-06-20,122807.84,1453.47,119827.91857142858,1434.7042857142858
2020-06-21,123061.86,1488.34,120835.30428571429,1445.0471428571432
2020-06-22,124639.82,1488.69,121971.55142857143,1457.3685714285714
2020-06-23,126287.15,1513.6499999999999,122908.00571428573,1465.9671428571426
2020-06-24,129155.03,1539.5700000000002,124295.08714285714,1482.3285714285716
2020-06-25,127875.93,1564.42,125040.87999999999,1495.4600000000003
2020-06-26,128138.78,1494.3,125995.20142857144,1506.0628571428572
2020-06-27,128016.17000000001,1544.3600000000001,126739.24857142857,1519.047142857143
2020-06-28,131330.33000000002,1589.35,127920.45857142856,1533.4771428571428
2020-06-29,132302.35,1599.56,129015.10571428572,1549.3157142857144
2020-06-30,131670.68,1548.93,129784.18142857144,1554.3557142857146
2020-07-01,130522.99,1597.61,129979.60428571429,1562.6471428571426
2020-07-02,131015.38,1510.31,130428.09714285715,1554.9171428571426
2020-07-03,132299.61,1584.38,131022.50142857143,1567.7857142857142
2020-07-04,134706.33000000002,1620.81,131978.23857142855,1578.7071428571428
2020-07-05,134413.82,1633.64,132418.73714285714,1585.0342857142857
2020-07-06,132196.15,1613.44,132403.56571428574,1587.0171428571427
2020-07-07,133300.66,1580.16,132636.41999999998,1591.4785714285713
2020-07-08,134909.08,1610.5,133263.0042857143,1593.3200000000002
2020-07-09,133188.16,1577.05,133573.40142857144,1602.8542857142857
2020-07-10,133438.56,1586.0100000000002,133736.10857142857,1603.087142857143
2020-07-11,135720.7,1600.52,133881.01857142855,1600.1885714285715
2020-07-12,135306.91999999998,1635.8200000000002,134008.60428571427,1600.5
2020-07-13,135748.74,1618.65,134516.11714285714,1601.2442857142858
2020-07-14,134403.59,1641.9099999999999,134673.67857142855,1610.0657142857142
2020-07-15,136611.78,1645.76,134916.92142857143,1615.1028571428571
2020-07-16,134537.16999999998,1629.08,135109.63714285713,1622.5357142857142
2020-07-17,133394.56,1608.64,135103.35142857142,1625.7685714285712
2020-07-18,133602.04,1564.1,134800.68571428573,1620.5657142857142
2020-07-19,132252.1,1571.93,134364.28285714285,1611.4385714285713
2020-07-20,135259.80000000002,1651.32,134294.4342857143,1616.1057142857142
2020-07-21,132837.9,1635.43,134070.7642857143,1615.18
2020-07-22,133580.25,1651.3700000000001,133637.6885714286,1615.9814285714288
2020-07-23,130691.8,1605.87,133088.35,1612.6657142857143
2020-07-24,131352.37,1571.8899999999999,132796.60857142857,1607.4157142857143
2020-07-25,132120.65,1552.9899999999998,132584.98142857142,1605.8285714285714
2020-07-26,131278.90999999997,1628.73,132445.95428571428,1613.9428571428573
2020-07-27,130447.43,1561.45,131758.47285714286,1601.1042857142857
2020-07-28,129532.8,1555.22,131286.31571428568,1589.6457142857143
2020-07-29,129420.42,1539.98,130692.05428571429,1573.732857142857
2020-07-30,125106.98,1500.71,129894.22285714284,1558.7099999999998
2020-07-31,125328.72,1506.25,129033.70142857141,1549.3328571428572
2020-08-01,124773.37,1476.98,127984.08999999998,1538.474285714286
2020-08-02,124885.01000000001,1494.19,127070.67571428571,1519.2542857142855
2020-08-03,122495.34,1450.56,125934.66285714286,1503.4128571428573
2020-08-04,125110.06,1488.18,125302.84285714287,1493.8357142857142
2020-08-05,122468.56,1480.8,124309.72,1485.3814285714286
2020-08-06,121242.06,1487.81,123757.58857142857,1483.5385714285715
2020-08-07,120801.42,1470.19,123110.83142857144,1478.387142857143
2020-08-08,121235.54,1447.81,122605.42714285714,1474.2199999999998
2020-08-09,118360.7,1378.1000000000001,121673.38285714286,1457.6357142857144
2020-08-10,114070.02,1386.8400000000001,120469.7657142857,1448.532857142857
2020-08-11,116915.3,1427.3700000000001,119299.08571428571,1439.8457142857144
2020-08-12,116148.3,1400.75,118396.19142857143,1428.41
2020-08-13,112563.66,1368.45,117156.42000000001,1411.3585714285714
2020-08-14,110673.17,1345.6399999999999,115709.52714285713,1393.5657142857142
2020-08-15,112467.26999999999,1379.1599999999999,114456.91714285714,1383.7585714285717
2020-08-16,110475.2,1297.4499999999998,113330.41714285713,1372.2371428571428
2020-08-17,110641.48999999999,1358.54,112840.62714285713,1368.1942857142858
2020-08-18,106632.08,1260.39,111371.59571428572,1344.34
2020-08-19,107446.46,1319.02,110128.47571428571,1332.6642857142856
2020-08-20,106751.94,1283.05,109298.23,1320.4642857142858
2020-08-21,105121.98000000001,1260.09,108505.20285714287,1308.242857142857
2020-08-22,103155.93999999999,1235.68,107175.01285714285,1287.7457142857143
2020-08-23,102097.3,1239.22,105978.17000000001,1279.4271428571428
2020-08-24,102825.21,1203.17,104861.55857142857,1257.2314285714288
2020-08-25,100711.5,1189.52,104015.76142857142,1247.107142857143
2020-08-26,98948.56,1156.7,102801.77571428572,1223.9185714285716
2020-08-27,97840.73,1231.65,101528.74571428572,1216.5757142857144
2020-08-28,95401.86,1100.86,100140.15714285713,1193.8285714285714
2020-08-29,94330.38999999998,1090.49,98879.3642857143,1173.087142857143
2020-08-30,93747.06999999999,1112.3999999999999,97686.47428571428,1154.97
2020-08-31,94235.59,1164.06,96459.3857142857,1149.3828571428571
2020-09-01,93540.67000000001,1122.5,95434.98142857142,1139.8085714285714
2020-09-02,92062.9,1093.08,94451.31571428571,1130.72
2020-09-03,92316.01,1098.48,93662.06999999999,1111.695714285714
2020-09-04,89351.42,1036.96,92797.72142857141,1102.5671428571427
2020-09-05,89206.43,1089.7,92065.72714285714,1102.4542857142858
2020-09-06,88280.76,1021.51,91284.82571428572,1089.47
2020-09-07,86694.72,965.69,90207.55857142857,1061.1314285714286
2020-09-08,84117.33,1028.17,88861.36714285714,1047.6557142857143
2020-09-09,86903.09,1051.12,88124.25142857143,1041.6614285714286
2020-09-10,83271.91,1009.02,86832.23714285714,1028.8814285714286
2020-09-11,82884.28,974.6700000000001,85908.36,1019.9828571428571
2020-09-12,83605.37,1019.64,85108.20857142856,1009.9742857142858
2020-09-13,82538.59,968.4399999999999,84287.89857142857,1002.3928571428571
2020-09-14,84337.54000000001,1015.16,83951.15857142858,1009.4599999999999
2020-09-15,80350.51000000001,941.51,83413.04142857144,997.0799999999999
2020-09-16,79804.73000000001,970.19,82398.99,985.5185714285715
2020-09-17,79968.79000000001,966.96,81927.11571428573,979.5100000000001
2020-09-18,78149.03,939.02,81250.65142857144,974.4171428571428
2020-09-19,75848.62,904.3499999999999,80142.54428571429,957.9471428571429
2020-09-20,79273.72,943.04,79676.13428571429,954.3185714285715
2020-09-21,77798.79000000001,986.85,78742.02714285716,950.2742857142857
2020-09-22,75326.03,870.38,78024.2442857143,940.1128571428571
2020-09-23,76193.44,898.45,77508.34571428572,929.8642857142856
2020-09-24,73383.58,882.91,76567.60142857142,917.8571428571429
2020-09-25,74619.1,872.04,76063.32571428572,908.2885714285715
2020-09-26,75779.37,941.17,76053.43285714286,913.5485714285713
2020-09-27,74736.63,871.73,75405.27714285716,903.3614285714285
2020-09-28,73775.48999999999,857.39,74830.52,884.8671428571428
2020-09-29,74301.93,840.51,74684.22,880.6
2020-09-30,73077.73000000001,887.83,74239.11857142857,879.0828571428572
2020-10-01,74259.51000000001,872.86,74364.25142857143,877.647142857143
2020-10-02,74223.31,937.8299999999999,74307.71,887.0457142857142
2020-10-03,73329.59,918.87,73957.74142857142,883.86
2020-10-04,74871.07,924.81,73976.94714285714,891.4428571428571
2020-10-05,75057.44,863.28,74160.08285714286,892.2842857142857
2020-10-06,75750.53,925.56,74367.02571428572,904.4342857142857
2020-10-07,72661.87,846.53,74307.61714285714,898.5342857142857
2020-10-08,75346.21,907.67,74462.86,903.5071428571428
2020-10-09,74746.87,888.6500000000001,74537.65428571429,896.4814285714285
2020-10-10,75583.4,971.54,74859.62714285713,904.0057142857142
2020-10-11,74593.8,881.97,74820.01714285715,897.8857142857144
2020-10-12,75382.36,884.19,74866.43428571429,900.8728571428571
2020-10-13,75491.52,931.64,74829.43285714286,901.7414285714286
2020-10-14,76803.91999999998,954.62,75421.15428571428,917.1828571428572
2020-10-15,75510.76,904.51,75444.66142857143,916.7314285714286
2020-10-16,76816.25,836.1,75740.28714285714,909.2242857142857
2020-10-17,77662.68000000001,944.23,76037.32714285715,905.3228571428572
2020-10-18,78918.76999999999,944.04,76655.18000000001,914.1900000000002
2020-10-19,78047.54000000001,982.52,77035.92,928.2371428571429
2020-10-20,79904.47,925.26,77666.34142857141,927.3257142857143
2020-10-21,79125.65000000001,957.78,77998.01714285715,927.7771428571428
2020-10-22,79837.32999999999,908.9300000000001,78616.09857142858,928.4085714285715
2020-10-23,79923.04,920.41,79059.92571428571,940.4528571428572
2020-10-24,81561.32,966.1600000000001,79616.87428571428,943.5857142857142
2020-10-25,82035.17000000001,956.84,80062.07428571429,945.4142857142857
2020-10-26,82052.83,981.2,80634.25857142857,945.2257142857143
2020-10-27,82592.37,938.5799999999999,81018.24428571427,947.1285714285714
2020-10-28,83987.75,1007.95,81712.82999999999,954.2957142857143
2020-10-29,85197.62,1006.62,82478.58571428571,968.2514285714286
2020-10-30,84604.02,1007.66,83147.29714285713,980.7157142857143
2020-10-31,86879.13,1023.64,83906.9842857143,988.9271428571428
2020-11-01,87933.65,1058.46,84749.62428571428,1003.4442857142858
2020-11-02,88964.5,1039.97,85737.00571428573,1011.84
2020-11-03,88124.58,1008.1800000000001,86527.32142857143,1021.7828571428572
2020-11-04,87732.98999999999,1068.57,87062.35571428572,1030.442857142857
2020-11-05,90632.66,1124.58,87838.79000000001,1047.2942857142857
2020-11-06,92254.86000000002,1154.8400000000001,88931.76714285715,1068.32
2020-11-07,91784.54000000001,1101.8600000000001,89632.54000000001,1079.4942857142858
2020-11-08,91684.67,1122.27,90168.40000000001,1088.61
2020-11-09,94630.88,1120.69,90977.88285714286,1100.1414285714286
2020-11-10,93121.93,1083.37,91691.79000000001,1110.8828571428571
2020-11-11,94640.66,1145.3700000000001,92678.59999999999,1121.8542857142859
2020-11-12,95376.9,1135.26,93356.34857142856,1123.38
2020-11-13,97289.40999999999,1198.99,94075.56999999999,1129.6871428571428
2020-11-14,98426.0,1178.9099999999999,95024.34999999999,1140.6942857142856
2020-11-15,98077.23999999999,1204.78,95937.57428571429,1152.4814285714285
2020-11-16,98663.01,1152.97,96513.59285714287,1157.0928571428572
2020-11-17,100642.19,1238.58,97587.9157142857,1179.2657142857145
2020-11-18,101198.5,1219.83,98524.75,1189.902857142857
2020-11-19,102523.85999999999,1228.3600000000001,99545.74428571427,1203.202857142857
2020-11-20,101337.2,1204.41,100124.0,1203.9771428571428
2020-11-21,106282.84,1291.1399999999999,101246.4057142857,1220.01
2020-11-22,105251.54,1255.11,102271.3057142857,1227.2
2020-11-23,104683.04,1298.66,103131.30999999998,1248.0128571428572
2020-11-24,104069.43,1255.01,103620.91571428571,1250.3600000000001
2020-11-25,105556.05,1269.6299999999999,104243.42285714285,1257.4742857142858
2020-11-26,104465.91,1295.29,104520.85857142857,1267.0357142857142
2020-11-27,107355.54000000001,1265.64,105380.62142857142,1275.782857142857
2020-11-28,108080.37,1256.4299999999998,105637.41142857143,1270.8242857142857
2020-11-29,108726.88,1298.66,106133.88857142859,1277.0457142857142
2020-11-30,108841.59,1279.47,106727.96714285715,1274.3042857142857
2020-12-01,109825.26999999999,1290.49,107550.23,1279.372857142857
2020-12-02,110247.62,1321.6100000000001,108220.4542857143,1286.7985714285714
2020-12-03,112040.82,1350.69,109302.58428571429,1294.712857142857
2020-12-04,114415.08,1384.3,110311.09,1311.6642857142856
2020-12-05,111737.31000000001,1294.15,110833.51,1317.052857142857
2020-12-06,115078.9,1381.42,111740.94142857143,1328.8757142857144
2020-12-07,113544.69,1384.39,112412.81285714285,1343.8642857142859
2020-12-08,116175.58,1433.52,113320.0,1364.297142857143
2020-12-09,117242.1,1413.42,114319.21142857142,1377.412857142857
2020-12-10,116909.81,1367.51,115014.78142857144,1379.8157142857144
2020-12-11,115838.8,1383.93,115218.17,1379.7628571428572
2020-12-12,115565.26,1345.51,115765.02,1387.1000000000001
2020-12-13,116670.94,1405.8700000000001,115992.4542857143,1390.5928571428572
2020-12-14,115627.87,1382.4099999999999,116290.05142857143,1390.31
2020-12-15,118201.45,1398.53,116579.46142857142,1385.3114285714287
2020-12-16,117126.49,1361.34,116562.94571428571,1377.8714285714286
2020-12-17,118693.96,1407.98,116817.82428571429,1383.652857142857
2020-12-18,116670.54999999999,1411.3700000000001,116936.64571428571,1387.5728571428572
2020-12-19,119467.9,1462.73,117494.16571428571,1404.3185714285714
2020-12-20,117962.79,1391.76,117678.7157142857,1402.3028571428572
2020-12-21,121280.6,1473.56,118486.24857142857,1415.3242857142857
2020-12-22,118143.26,1410.44,118477.93571428572,1417.0257142857142
2020-12-23,121601.84,1428.07,119117.27142857143,1426.5585714285714
2020-12-24,121122.26000000001,1430.84,119464.17142857143,1429.8242857142857
2020-12-25,117817.03,1403.44,119627.95428571428,1428.6914285714286
2020-12-26,121833.61,1463.99,119965.91285714286,1428.8714285714286
2020-12-27,118501.48,1432.8,120042.86857142858,1434.7342857142855
2020-12-28,120616.90000000001,1453.9,119948.05428571429,1431.9257142857143
2020-12-29,117597.23000000001,1426.6599999999999,119870.05000000002,1434.242857142857
2020-12-30,120351.12999999999,1416.2399999999998,119691.37714285715,1432.552857142857
2020-12-31,117873.16,1432.5700000000002,119227.22,1432.8
2021-01-01,118790.42,1402.3400000000001,119366.2757142857,1432.642857142857
2021-01-02,118781.16,1432.41,118930.21142857142,1428.1314285714286
2021-01-03,117554.20999999999,1415.49,118794.88714285714,1425.6585714285716
2021-01-04,118781.65,1429.98,118532.70857142856,1422.2414285714287
2021-01-05,119811.18,1398.36,118848.98714285714,1418.1985714285715
2021-01-06,116240.8,1402.62,118261.79714285713,1416.2528571428572
2021-01-07,117139.25,1429.23,118156.95285714285,1415.7757142857142
2021-01-08,116386.08,1359.33,117813.47571428571,1409.6314285714284
2021-01-09,116839.81,1401.12,117536.14,1405.1614285714284
2021-01-10,116137.01,1383.26,117333.68285714286,1400.5571428571427
2021-01-11,113782.37,1380.6200000000001,116619.5,1393.5057142857145
2021-01-12,116149.83,1452.01,116096.45,1401.1699999999998
2021-01-13,115109.88,1354.14,115934.89,1394.2442857142858
2021-01-14,112600.53,1398.55,115286.50142857143,1389.8614285714284
2021-01-15,113500.77,1351.25,114874.3142857143,1388.707142857143
2021-01-16,111688.72,1348.77,114138.44428571429,1381.2285714285715
2021-01-17,113975.93,1343.46,113829.71857142857,1375.542857142857
2021-01-18,112178.44,1357.0,113600.58571428571,1372.1685714285716
2021-01-19,109663.25,1299.78,112673.93142857144,1350.4214285714286
2021-01-20,109668.69,1353.23,111896.61857142858,1350.2914285714287
2021-01-21,110367.67000000001,1310.1,111577.63857142857,1337.6557142857143
2021-01-22,109818.41,1301.4,111051.58714285714,1330.5342857142857
2021-01-23,107937.16,1261.55,110515.65000000001,1318.0742857142857
2021-01-24,106516.92,1273.3400000000001,109450.07714285715,1308.0571428571427
2021-01-25,107005.06,1280.8899999999999,108711.02285714286,1297.1842857142856
2021-01-26,106748.79000000001,1271.89,108294.67142857144,1293.2
2021-01-27,105756.76000000001,1305.96,107735.82428571429,1286.447142857143
2021-01-28,102808.69,1225.04,106655.97,1274.2957142857142
2021-01-29,103108.49,1189.83,105697.41,1258.357142857143
2021-01-30,103067.29000000001,1247.62,105001.71428571429,1256.3671428571429
2021-01-31,101882.06000000001,1265.04,104339.59142857145,1255.1814285714286
2021-02-01,100177.66,1193.8600000000001,103364.24857142857,1242.7485714285715
2021-02-02,96194.70000000001,1199.53,101856.52142857143,1232.4114285714288
2021-02-03,98718.72,1195.46,100851.08714285714,1216.6257142857141
2021-02-04,98160.21,1236.4299999999998,100187.01857142859,1218.2528571428572
2021-02-05,94792.42,1118.88,98999.00857142858,1208.1171428571429
2021-02-06,96205.28,1148.28,98018.72142857143,1193.9257142857143
2021-02-07,95444.25,1178.34,97099.03428571428,1181.5400000000002
2021-02-08,94087.42,1130.58,96229.0,1172.5
2021-02-09,91526.15,1092.01,95562.06428571428,1157.1399999999999
2021-02-10,92083.02,1063.2,94614.10714285714,1138.2457142857143
2021-02-11,90066.63,1075.85,93457.88142857143,1115.3057142857142
2021-02-12,88893.09,1100.6599999999999,92615.12,1112.702857142857
2021-02-13,89675.33,1084.3799999999999,91682.27,1103.5742857142857
2021-02-14,87047.96,1052.0,90482.8,1085.5257142857142
2021-02-15,86265.55,1050.47,89365.39,1074.0814285714284
2021-02-16,85136.70999999999,1030.02,88452.61285714286,1065.225714285714
2021-02-17,80609.03,960.27,86813.47142857143,1050.5214285714285
2021-02-18,82416.34999999999,957.35,85720.57428571429,1033.5928571428572
2021-02-19,79914.15,937.56,84437.86857142857,1010.2928571428572
2021-02-20,79366.76,983.3499999999999,82965.21571428572,995.8599999999999
2021-02-21,77301.21,946.05,81572.82285714286,980.7242857142857
2021-02-22,78303.94,957.03,80435.44999999998,967.3757142857141
2021-02-23,75589.91,903.74,79071.62142857142,949.3357142857143
2021-02-24,74998.95,887.26,78270.18142857144,938.9057142857142
2021-02-25,72300.69,864.02,76825.08714285714,925.5728571428572
2021-02-26,72641.82999999999,885.57,75786.18428571429,918.1457142857142
2021-02-27,71196.31999999999,877.11,74618.97857142857,902.9685714285715
2021-02-28,70163.24,806.72,73599.26857142858,883.0642857142857
2021-03-01,69129.51999999999,816.94,72288.63714285714,863.0514285714287
2021-03-02,69330.69,870.6600000000001,71394.46285714286,858.3257142857143
2021-03-03,68665.61,784.88,70489.7,843.7
2021-03-04,64886.33,781.5999999999999,69430.50571428571,831.9257142857142
2021-03-05,64350.57,776.23,68246.04,816.3057142857143
2021-03-06,64011.04,750.36,67219.57142857143,798.1985714285713
2021-03-07,62301.08,762.02,66096.40571428572,791.8128571428572
2021-03-08,61864.75,767.36,65058.58142857143,784.7299999999999
2021-03-09,62622.44,733.35,64100.26,765.1142857142858
2021-03-10,59893.740000000005,723.3199999999999,62847.135714285716,756.3199999999999
2021-03-11,57960.7,724.11,61857.76,748.1071428571429
2021-03-12,56382.79,639.73,60719.50571428571,728.6071428571429
2021-03-13,56212.04,697.21,59605.36285714286,721.0142857142857
2021-03-14,57383.659999999996,634.15,58902.874285714286,702.7471428571428
2021-03-15,52258.35,633.5,57530.53142857143,683.6242857142857
2021-03-16,51659.55,635.0,55964.404285714285,669.5742857142857
2021-03-17,50830.43,572.7600000000001,54669.64571428572,648.0657142857143
2021-03-18,51570.63,578.16,53756.77857142857,627.2157142857143
2021-03-19,49802.909999999996,605.17,52816.79571428571,622.2785714285714
2021-03-20,48459.78,540.42,51709.33,599.88
2021-03-21,48014.49,573.8599999999999,50370.87714285714,591.2671428571429
